condition,sample_idx,claim_id,claim_text,parent_sentence,bucket,bucket_label,subtype,evidence_note,genre_terms,genre_verification,genre_missing,quoted_names,quoted_verification,needs_human_review,human_bucket,human_is_genuine_error,human_note,generated_text
wo_ltp,3106,1,<EMPTY_GENERATION>,<EMPTY_GENERATION>,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.03），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,not_applicable,0,,,,. is. is is. is. is. is. is. is. is. is. is. is. is.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.
wo_ltp,3094,2,that was was that was that was to was to to to to,that was was that was that was to was to to to to,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.05），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,not_applicable,0,,,,.. is. is is. is. is is is. is is. is is is. and was. is. and was. and was was. was was. was was was. and was was. was. and was. was. was. and was was. was. was. was. was. was. was. was was. was. was. was. was was. was was. was was was was to was was to was was to was to was to was was to was to was to was to was to was to was that was. that was was that was that was to was to to to to
wo_ltp,1226,1,<EMPTY_GENERATION>,<EMPTY_GENERATION>,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.08），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,not_applicable,0,,,,"., and. is. I's. and. and. and the world. and. and the world. and. and the world. and. and the world. and. world. and. world. and. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world. world."
wo_ltp,3414,1,is is is is for.,is is is is for.,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.07），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,not_applicable,0,,,,. is is is is for. that is is is for. is is. is. that is. that was was! was! was! was! that! was! was! was! was?! was! was! was! was! that was! was! that! was! that was! that was! was! that' was! that'! that'! that'! that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that'
wo_ltp,3587,1,a lot for a lot.,a lot for a lot.,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.04），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,not_applicable,0,,,,. and. is a lot. for a lot. a lot. a lot for a lot. a lot. a lot. a lot. a lot. a lot. a lot a lot. a lot a lot. a a lot a lot a a lot a lot a a lot a a a lot a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
wo_ltp,1685,1,is is is is?n?n?n?n?n??n?n?n???????????????????????????????????????????????????????????????????????????????????????????????????????????,is is is is?n?n?n?n?n??n?n?n???????????????????????????????????????????????????????????????????????????????????????????????????????????,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.17），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,not_applicable,0,,,,is is is is?n?n?n?n?n??n?n?n???????????????????????????????????????????????????????????????????????????????????????????????????????????
wo_ltp,2216,1,<EMPTY_GENERATION>,<EMPTY_GENERATION>,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.07），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,not_applicable,0,,,,". and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and they't. and that't. and that't. and that't. and that't. and that't. that't. that't. that't. that't. that't. and that't.t.t.t,t,t,t,"
wo_ltp,457,1,<EMPTY_GENERATION>,<EMPTY_GENERATION>,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.06），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,not_applicable,0,,,,for. is is for. is for. is. for. is for. for. for is for. for. for is for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? for? that'? that'? that'? that'? that'? that'? that' that'? that' that? that' that? that' that? that
wo_prompt,3106,4,It has a unique,It has a unique and experimental sound that could add an interesting touch to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"I recommend 'Autographs' by Reks. It's a track from his album 'Autographs'. The song combines elements of Hip-Hop, electronic, rock, and indie genres. It has a unique and experimental sound that could add an interesting touch to your video."
wo_prompt,1596,2,dance track with electronic,It's a pop and dance track with electronic and rock influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;pop;rock,supported,,,not_applicable,0,,,,I recommend 'Blah Blah Blah' by Ke$ha. It's a pop and dance track with electronic and rock influences. The song features female vocals and has a catchy and energetic vibe that could be a great fit for your video.
wo_prompt,3705,4,pop with a touch of R&B.,"The song combines elements of Hip-Hop, electronic, and pop with a touch of R&B.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;pop;r&b,partially_supported,pop,,not_applicable,0,,,,"I recommend 'Bout That Life' by Yung Tay. It's a track from his mixtape 'Bout That Life'. The song combines elements of Hip-Hop, electronic, and pop with a touch of R&B. It has a catchy beat and a male vocal that could add a unique touch to your video."
wo_prompt,451,2,It's a dance-pop track with electronic,It's a dance-pop track with electronic and R&B influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;r&b,supported,,,not_applicable,0,,,,I recommend 'Tight Skirt' by Samantha J. It's a dance-pop track with electronic and R&B influences. The song features female vocals and has a catchy and energetic vibe that would complement your video.
wo_prompt,512,4,It has a catchy,It has a catchy and energetic vibe that could be a great fit for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"I recommend 'Met mij zijn' by Darryl. It's a track from his album 'Met mij zijn'. The song combines elements of Hip-Hop, pop, and R&B with electronic and dance influences. It has a catchy and energetic vibe that could be a great fit for your video."
wo_prompt,559,4,It has a catchy,It has a catchy and energetic vibe that would be perfect for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"In that case, I would recommend 'Часы' by Лолита. This track combines elements of pop, rock, and electronic music, with female vocals. It has a catchy and energetic vibe that would be perfect for your video."
wo_prompt,3673,2,It's a rock track with punk,It's a rock track with punk and indie influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",indie;punk;rock,supported,,,not_applicable,0,,,,"I recommend 'Shake It Off' by Skrat. It's a rock track with punk and indie influences. The song has a fast-paced and loud sound, which aligns well with the energetic vibe you're looking for in your video."
wo_prompt,3126,4,pop with a chillout vibe.,"The song combines elements of Hip-Hop, electronic, and pop with a chillout vibe.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",chillout;electronic;hip-hop;pop,partially_supported,hip-hop,,not_applicable,0,,,,"I recommend 'Love Me' by J.R. ft. J.R. It's a track from their album 'Love Me'. The song combines elements of Hip-Hop, electronic, and pop with a chillout vibe. It features female vocals and has a relaxed and soothing sound that could complement your video."
wo_prompt,4087,3,It has a soulful,"It has a soulful and electronic sound, which would be a great fit for your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Show My Soul' by Troy Nathans feat. This track combines elements of Hip-Hop, electronic, rock, pop, and indie genres. It has a soulful and electronic sound, which would be a great fit for your video."
wo_prompt,3819,2,electronic song with pop,It's a dance and electronic song with pop and house influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;house;pop,supported,,,not_applicable,0,,,,I recommend the track 'Night & Day' by Livia K. It's a dance and electronic song with pop and house influences. The track has a fast-paced beat and synth elements that create a vibrant and energetic atmosphere. It's a great choice for your video.
wo_prompt,3916,5,It has a unique,It has a unique and experimental sound that could add an interesting touch to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"I recommend 'WYLIZMIDUPE.COM' by SD. It's a track from the album 'WYLIZMIDUPE.COM'. The song combines elements of Hip-Hop, electronic, rock, and indie with a touch of jazz. It has a unique and experimental sound that could add an interesting touch to your video."
wo_prompt,889,7,catchy vibe to your video.,It has a fast-paced beat and male vocals that could add an energetic and catchy vibe to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_video-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"I recommend 'BABA' by Najeeb. It's a track from his album 'BABA'. The song combines elements of Hip-Hop, electronic, rock, and dance with a touch of pop. It has a fast-paced beat and male vocals that could add an energetic and catchy vibe to your video."
wo_prompt,2254,7,dynamic element to your video.,"It has a male vocal and a techno sound, which can add a unique and dynamic element to your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"I recommend 'Fogo' by DJ Caique. It's a track from his album 'Fogo'. The song combines elements of Hip-Hop, electronic, rock, and pop, with a touch of indie influences. It has a male vocal and a techno sound, which can add a unique and dynamic element to your video."
wo_prompt,2921,5,It has a unique,It has a unique and captivating sound that could add a touch of elegance to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"I recommend 'I Will Be' by Lisa Caruso. It's a track from her album 'I Will Be'. The song combines elements of indie, rock, and pop with female vocals. It has a unique and captivating sound that could add a touch of elegance to your video."
wo_prompt,780,4,It has a chillout vibe,"It has a chillout vibe and features female vocals, which can add a unique touch to your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",chillout,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Catching the Simple But Happy Days' by Vanchy. This track is part of the album 'Catching the Simple But Happy Days' and offers a blend of electronic, indie, and rock genres. It has a chillout vibe and features female vocals, which can add a unique touch to your video."
wo_prompt,1119,2,"It's a beautiful track with elements of indie, folk","It's a beautiful track with elements of indie, folk, and rock.",E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,folk;indie;rock,supported,,,not_applicable,0,,,,"I recommend 'Stay' by Rachel Brown & ELEW. It's a beautiful track with elements of indie, folk, and rock. The female vocals and guitar create a captivating sound that would complement your video."
wo_prompt,1311,3,It's part of the 'CLIMATE CHANGE MIXTAPE',"It's part of the 'CLIMATE CHANGE MIXTAPE' and features electronic, Hip-Hop, and chillout elements.",E0b_rule_miss_verified,規則漏判但有證據支持,metadata_claim_verified,元資料主張可由證據支持，屬 v2 規則漏判而非錯誤,chillout;electronic;hip-hop,supported,,CLIMATE CHANGE MIXTAPE,supported,0,,,,"This track by Mickey Factz offers a chill and ambient vibe, perfect for creating a relaxing atmosphere in your video. It's part of the 'CLIMATE CHANGE MIXTAPE' and features electronic, Hip-Hop, and chillout elements."
wo_prompt,3381,2,"It's a rock track with elements of metal, hard rock","It's a rock track with elements of metal, hard rock, and pop.",E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,metal;pop;rock,supported,,,not_applicable,0,,,,"I recommend 'Enshrined in My Memory' by Timo Tolkki's Avalon featuring Elize Ryd. It's a rock track with elements of metal, hard rock, and pop. The song has a powerful female vocal and a fast-paced guitar-driven sound. It was released in 2010 and could be a fitting choice for your video."
wo_prompt,3660,2,It's a Christian rock track with elements of pop,It's a Christian rock track with elements of pop and indie.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,indie;pop;rock,supported,,,not_applicable,0,,,,I recommend 'Revelation Song' by Steve and Sandi Padilla. It's a Christian rock track with elements of pop and indie. The song has a female vocalist and features guitar and piano. It was released in 2012 and could add a spiritual and uplifting vibe to your video.
wo_prompt,3515,2,electronic track with elements of house,It's a dance and electronic track with elements of house and pop.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,dance;electronic;house;pop,supported,,,not_applicable,0,,,,"I recommend 'Let It Go (Faustix & Imanos Remix)' by Dragonette. It's a dance and electronic track with elements of house and pop. The remix by Faustix & Imanos adds a unique touch to the song, making it a great choice for your video."
wo_prompt,2742,2,electronic track with elements of pop,It's a dance and electronic track with elements of pop and house.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,dance;electronic;house;pop,supported,,,not_applicable,0,,,,I recommend 'Cesaretin Varmi Aska (Summer Mix)' by DJ OGUZ CETIN ft DJ FERIT CANDAN. It's a dance and electronic track with elements of pop and house. The song has a catchy beat and a vibrant sound that would be a great fit for your video.
wo_prompt,806,2,electronic track with elements of pop,It's a dance and electronic track with elements of pop and house.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,dance;electronic;house;pop,supported,,,not_applicable,0,,,,I recommend 'La Musica (The Trumpeter)' by Ray Foxx featuring Lovelle. It's a dance and electronic track with elements of pop and house. The song has a catchy beat and a vibrant sound that could add a lively and energetic atmosphere to your video.
wo_prompt,3905,2,chillout track with elements of dance,It's an electronic and chillout track with elements of dance and pop.,E2_metadata_unsupported,音樂元資料不支持,genre_partially_supported,"部分曲風查無支持：['dance', 'pop']（musicnn 標籤有雜訊，查無支持不等於事實錯誤）",chillout;dance;electronic;pop,partially_supported,dance;pop,,not_applicable,1,,,,"In order to recommend the most suitable background music for your video, I suggest considering the track 'Sunset' by D.R.A.M. It's an electronic and chillout track with elements of dance and pop. The song has a soothing and relaxing vibe, which can create a calming atmosphere for your video."
wo_prompt,1685,6,"Britney Spears, which adds a unique touch to the music.","It's a collaboration between Taio Cruz and Britney Spears, which adds a unique touch to the music.",E4_vague_generic,一般性空泛描述／主觀陳述,generic_video_benefit,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,not_applicable,0,,,,"I recommend 'If You Seek Your Heart' by Taio Cruz featuring Britney Spears. It's a dance-pop track with electronic and house influences. The song has a fast-paced beat and catchy melodies that can add energy to your video. It's a collaboration between Taio Cruz and Britney Spears, which adds a unique touch to the music."
wo_prompt,1685,5,It's a collaboration between Taio Cruz,"It's a collaboration between Taio Cruz and Britney Spears, which adds a unique touch to the music.",E4_vague_generic,一般性空泛描述／主觀陳述,generic_video_benefit,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,not_applicable,0,,,,"I recommend 'If You Seek Your Heart' by Taio Cruz featuring Britney Spears. It's a dance-pop track with electronic and house influences. The song has a fast-paced beat and catchy melodies that can add energy to your video. It's a collaboration between Taio Cruz and Britney Spears, which adds a unique touch to the music."
wo_prompt,2316,6,uplifting vibe to your video.,It will bring a positive and uplifting vibe to your video.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"In that case, I would recommend 'HAPPY' by Pharrell Williams. This track is part of the album 'HAPPY' and it has a catchy pop and electronic sound with female vocals. It will bring a positive and uplifting vibe to your video."
wo_prompt,2172,3,The song has a powerful,The song has a powerful and uplifting vibe that aligns with the theme of the video.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"In the spirit of the video, 'Warriors' by Imagine Dragons would be a perfect fit. It's a rock track with alternative and indie influences. The song has a powerful and uplifting vibe that aligns with the theme of the video."
wo_prompt,3362,4,"You can find his music on various platforms like iTunes, Amazon","You can find his music on various platforms like iTunes, Amazon, and Google Play.",E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"I apologize, but I don't have enough information to recommend a specific track based on the given criteria. However, I can suggest exploring Eminem's music in general. He is known for his unique style and powerful lyrics. You can find his music on various platforms like iTunes, Amazon, and Google Play."
wo_prompt,3362,3,He is known for his unique style,He is known for his unique style and powerful lyrics.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"I apologize, but I don't have enough information to recommend a specific track based on the given criteria. However, I can suggest exploring Eminem's music in general. He is known for his unique style and powerful lyrics. You can find his music on various platforms like iTunes, Amazon, and Google Play."
wo_prompt,2172,4,uplifting vibe that aligns with the theme of the video.,The song has a powerful and uplifting vibe that aligns with the theme of the video.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"In the spirit of the video, 'Warriors' by Imagine Dragons would be a perfect fit. It's a rock track with alternative and indie influences. The song has a powerful and uplifting vibe that aligns with the theme of the video."
wo_prompt,2491,4,The track has a positive,"The track has a positive and uplifting vibe, which aligns well with the theme of your video.",E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"In terms of the specific elements you mentioned, 'Happy' by Tyree Morris & Hearts of Worship could be a fitting choice. It combines elements of soul, pop, and rock, with a touch of jazz. The track has a positive and uplifting vibe, which aligns well with the theme of your video."
wo_prompt,3705,2,It's a track from his mixtape 'Bout That Life'.,It's a track from his mixtape 'Bout That Life'.,E6_likely_hallucination,可能幻覺,named_entity_absent_from_all_evidence,引號名稱 ['Bout That Life'] 未見於管線內證據與外部 metadata；屬具體可查證卻查無支持者，列為可能幻覺並送人工複核,,not_applicable,,Bout That Life,not_found,1,,,,"I recommend 'Bout That Life' by Yung Tay. It's a track from his mixtape 'Bout That Life'. The song combines elements of Hip-Hop, electronic, and pop with a touch of R&B. It has a catchy beat and a male vocal that could add a unique touch to your video."
wo_prompt,2491,5,"uplifting vibe, which aligns well with the theme of your video.","The track has a positive and uplifting vibe, which aligns well with the theme of your video.",E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"In terms of the specific elements you mentioned, 'Happy' by Tyree Morris & Hearts of Worship could be a fitting choice. It combines elements of soul, pop, and rock, with a touch of jazz. The track has a positive and uplifting vibe, which aligns well with the theme of your video."
wo_prompt,1322,2,"The lyrics express the longing for a meaningful love, which can resonate with many viewers.","The lyrics express the longing for a meaningful love, which can resonate with many viewers.",E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"In the music video 'Meaningless Love' by Jinny Ng, the song is a beautiful and heartfelt ballad. The lyrics express the longing for a meaningful love, which can resonate with many viewers. The track is part of the album 'Meaningless Love' and features Jinny Ng's captivating vocals."
wo_prompt,2316,5,It will bring a positive,It will bring a positive and uplifting vibe to your video.,E6_likely_hallucination,可能幻覺,unclassified_specific_claim,具體主張但未命中任何證據來源,,not_applicable,,,not_applicable,1,,,,"In that case, I would recommend 'HAPPY' by Pharrell Williams. This track is part of the album 'HAPPY' and it has a catchy pop and electronic sound with female vocals. It will bring a positive and uplifting vibe to your video."
wo_video,1226,5,"It aligns well with the pop, dance","It aligns well with the pop, dance, and electronic genres you're interested in.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;pop,supported,,,not_applicable,0,,,,"I recommend 'Santaye' by Santaye. It's a pop track with electronic and dance elements. The song features a female vocalist and was released in 2013. It aligns well with the pop, dance, and electronic genres you're interested in."
wo_video,2014,3,"Although I don't have much information about this specific track, it aligns with the punk","Although I don't have much information about this specific track, it aligns with the punk and hard rock elements you're looking for.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_prompt-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",punk;rock,supported,,,not_applicable,0,,,,"I suggest checking out 'The Last Song' by The Last Song. It's a punk and hard rock track with alternative and indie influences. Although I don't have much information about this specific track, it aligns with the punk and hard rock elements you're looking for."
wo_video,2176,2,This track has a Hip-Hop,"This track has a Hip-Hop and R&B influence, with electronic and indie elements.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;indie;r&b,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Go Girl' by Frank Nitt. This track has a Hip-Hop and R&B influence, with electronic and indie elements. It's a great choice for your video."
wo_video,3362,3,The song has a catchy,The song has a catchy and energetic vibe that could be a fitting choice for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Certainly! I recommend 'Beautiful' by Eminem. It's a track that combines elements of hip-hop, R&B, and pop with electronic and rock influences. The song has a catchy and energetic vibe that could be a fitting choice for your video."
wo_video,3290,5,It has a chillout vibe,"It has a chillout vibe and features female vocals, which aligns well with your preferences.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_preference-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",chillout,supported,,,not_applicable,0,,,,"Certainly! I recommend 'Sunshine' by The Sleeping Beauties. It's a track from their album 'Sunshine'. The Sleeping Beauties are a female vocalist duo, and their music falls under the genres of indie, pop, and rock. It has a chillout vibe and features female vocals, which aligns well with your preferences."
wo_video,1455,2,This track has a Hip-Hop,"This track has a Hip-Hop and R&B influence, along with ambient elements.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",ambient;hip-hop;r&b,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Just name - Dejavu'. This track has a Hip-Hop and R&B influence, along with ambient elements. It's a great choice for your video."
wo_video,3711,4,The song has a slow,The song has a slow and acoustic sound that could be a fitting choice for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Allow me to recommend 'The Way I Am' by Christina Ross. It's a track from her album 'The Way I Am'. It combines elements of pop, rock, and jazz with acoustic and folk influences. The song has a slow and acoustic sound that could be a fitting choice for your video."
wo_video,800,2,It's a track with a rock,"It's a track with a rock and pop influence, featuring female vocals.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_metadata-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",pop;rock,supported,,,not_applicable,0,,,,"In that case, I recommend 'Volim te by Ilda Saulic'. It's a track with a rock and pop influence, featuring female vocals. Although I don't have much information about this track, it aligns well with your preferences."
wo_video,2786,3,blues with a touch of pop.,"It's a track that combines elements of rock, soul, and blues with a touch of pop.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",pop;rock;soul,supported,,,not_applicable,0,,,,"Certainly! I recommend 'Mama Dice' by Efe Yerom. It's a track that combines elements of rock, soul, and blues with a touch of pop. Although I don't have much information about this specific track, it aligns well with the styles you mentioned."
wo_video,1586,3,funk with a touch of soul.,"It's a track that combines elements of hip-hop, electronic, and funk with a touch of soul.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;soul,partially_supported,soul,,not_applicable,0,,,,"Allow me to recommend 'Outkast' by Outkast. It's a track that combines elements of hip-hop, electronic, and funk with a touch of soul. Although I don't have much information about this track, it might be a fitting choice for your video."
wo_video,2242,4,a mix of electronic,The song has a catchy beat and a mix of electronic and R&B elements that could be a fitting choice for your dance video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;r&b,partially_supported,dance,,not_applicable,0,,,,Certainly! How about 'Dance Like Nobody's Watching' by The Stereo? It's a dance track with electronic and pop influences. The song has a catchy beat and a mix of electronic and R&B elements that could be a fitting choice for your dance video. It's a great choice if you're looking for a mix of dance and pop genres.
wo_video,2711,3,"indie vibe, perfect for creating a unique","This track has a soulful and indie vibe, perfect for creating a unique and captivating atmosphere.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_general-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",indie,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Soulful' by The Soulful. This track has a soulful and indie vibe, perfect for creating a unique and captivating atmosphere. It's part of the album 'Soulful' by The Soulful."
wo_video,2060,4,alternative with a touch of pop,"It combines elements of indie, punk, and alternative with a touch of pop and drum influences.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;indie;pop;punk,partially_supported,punk,,not_applicable,0,,,,"Allow me to recommend 'DESPISTAOS' by DESPISTAOS. It's a track from their album 'DESPISTAOS'. It combines elements of indie, punk, and alternative with a touch of pop and drum influences. It could be a fitting choice for your video."
wo_video,2449,3,The song combines elements of 80s,The song combines elements of 80s and alternative rock with a focus on drums and vocals.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;rock,supported,,,not_applicable,0,,,,Allow me to recommend 'Sweet Dreams' by The Sweet Dreams. It's a track from their album 'Sweet Dreams'. The song combines elements of 80s and alternative rock with a focus on drums and vocals. It has a rock and indie sound too.
